,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Export OF QUERY RESULTS FROM EyeOnWater
19834,1,2/11/2022 12:24:31 PM,2,2/11/2022 11:34:18 AM,48.9378488,9.0600899,1008564,6264322,10,png,2/11/2022 10:36:09 AM,Android,SM-A520F,3a36edb16ab7c063,1,1,1,2,9,0,0,eowcolor,767,767,wiro,110,6,2,50,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19834.png,?,1,1,,,,93.948701300042,,,,,,,0,244.29217917328,1,0,0,0,0,,0,93.948701300042,9,http://www.eyeonwater.org/media/eyeonwater_upload/19834.png,wiro
19833,1,2/11/2022 11:33:38 AM,1,2/11/2022 11:33:35 AM,48.9378488,9.0600899,1008564,6264322,10,png,2/11/2022 10:35:26 AM,Android,SM-A520F,3a36edb16ab7c063,0,,,2,16,0,0,eowcolor,767,767,wiro,110,6,2,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19833.png,?,0,1,,,,40.036499089111,,,,,,,0,155.65604922967,6,0,0,0,0,,0,40.036499089111,16,http://www.eyeonwater.org/media/eyeonwater_upload/19833.png,wiro
19832,1,2/11/2022 9:41:02 AM,1,2/11/2022 9:40:59 AM,48.7757082,9.1752483,1021383,6236889,10,png,2/11/2022 8:42:50 AM,Android,SM-J510FN,55a8ce330200daec,1,,1,15,17,0,30,eowcolor,737,737,ehau,160,11,2,50,3,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19832.png,?,0,1,,,,38.480290346796,,,,,,,0,21.733329705054,21,0,0,0,0,,0,38.480290346796,17,http://www.eyeonwater.org/media/eyeonwater_upload/19832.png,ehau
19751,1,2/5/2022 2:45:09 PM,1,2/5/2022 2:45:07 PM,48.8382512,9.2061543,1024824,6247460,10,png,2/5/2022 1:47:15 PM,Android,EML-L29,62d67f2119b9ce3b,13,,,6,21,0,0,eowcolor,720,720,mertcan,260,21,3,25,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19751.png,?,0,1,,,,17.231331550786,,,,,,,0,324.87031374419,1,0,0,0,0,,0,17.231331550786,21,http://www.eyeonwater.org/media/eyeonwater_upload/19751.png,mertcan
19725,1,1/28/2022 3:56:54 PM,1,1/28/2022 3:56:51 PM,48.9208081,9.1670977,1020476,6261434,10,png,1/28/2022 2:58:43 PM,Android,LYA-L29,e1a1f158020bea97,1,,,16,18,0,0,eowcolor,736,736,Fabi,60,1,1,50,5,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19725.png,?,0,1,,,,31.437182467023,,,,,,,0,305.84687796328,1,0,0,0,0,,0,31.437182467023,18,http://www.eyeonwater.org/media/eyeonwater_upload/19725.png,Fabi
19697,1,1/27/2022 1:22:17 PM,1,1/27/2022 1:22:14 PM,48.772957341535,9.1656514157714,1020315,6236424,10,png,1/27/2022 12:24:06 PM,iOS,"iPhone13,3",8028689B-71DD-4874-BD7F-A1438E61B36A,1,,,15,17,0,0,eowcolor,695,695,Netti,410,39,3,100,4,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19697.png,?,0,1,,,,37.847527960186,,,,,,,0,173.38748069544,5,0,0,0,0,,0,37.847527960186,17,http://www.eyeonwater.org/media/eyeonwater_upload/19697.png,Netti
19645,1,1/25/2022 4:32:51 PM,1,1/25/2022 4:32:49 PM,48.772797272401,9.1649390310367,1020236,6236397,0,png,1/25/2022 3:34:56 PM,iOS,"iPhone8,4",97DEB8ED-A180-4567-84EF-FC17F72ABB15,3,,1,18,18,0,0,eowcolor,0,,,,,,25,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19645.png,?,0,1,,,,31.804955245853,,,,,,,0,20.268460830715,21,0,0,0,0,,0,31.804955245853,18,http://www.eyeonwater.org/media/eyeonwater_upload/19645.png,
19635,1,1/24/2022 2:32:29 PM,1,1/24/2022 2:32:26 PM,48.470954567025,9.176252597882,1021495,6185565,0,png,1/24/2022 1:34:33 PM,iOS,"iPhone13,2",A4E19B51-BB3E-489B-87B0-C89B2A06A532,3,,1,14,2,0,0,eowcolor,0,,,,,,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19635.png,?,0,1,,,226.40496475953,226.47939818497,,,,,,,0,230.93251933598,1,0,0,0,0,226.40496475953,2,226.47939818497,2,http://www.eyeonwater.org/media/eyeonwater_upload/19635.png,
19626,1,1/23/2022 12:33:04 PM,1,1/23/2022 12:33:01 PM,48.779614521256,9.1831766546687,1022266,6237548,10,png,1/23/2022 11:35:06 AM,iOS,"iPhone13,3",8028689B-71DD-4874-BD7F-A1438E61B36A,0,,1,12,15,0,0,eowcolor,695,695,Netti,410,39,3,100,5,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19626.png,?,0,1,,,,49.565660985214,,,,,,,0,142.12466493639,6,0,0,0,0,,0,49.565660985214,15,http://www.eyeonwater.org/media/eyeonwater_upload/19626.png,Netti
19625,1,1/23/2022 12:21:24 PM,1,1/23/2022 12:21:22 PM,48.476850986526,9.1851036530074,1022481,6186555,0,png,1/23/2022 11:23:23 AM,iOS,"iPhone13,2",A4E19B51-BB3E-489B-87B0-C89B2A06A532,7,,1,16,18,0,0,eowcolor,0,,,,,,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19625.png,?,0,1,,,,32.925253160986,,,,,,,0,176.6696302269,5,0,0,0,0,,0,32.925253160986,18,http://www.eyeonwater.org/media/eyeonwater_upload/19625.png,
19605,1,1/22/2022 1:34:51 PM,1,1/22/2022 1:34:49 PM,48.8255152,9.2119203,1025466,6245306,10,png,1/22/2022 12:36:53 PM,Android,EML-L29,62d67f2119b9ce3b,6,,,5,21,0,0,eowcolor,720,720,mertcan,260,21,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19605.png,?,0,1,,,,17.231331550786,,,,,,,0,324.87031374419,1,0,0,0,0,,0,17.231331550786,21,http://www.eyeonwater.org/media/eyeonwater_upload/19605.png,mertcan
19604,1,1/22/2022 10:13:25 AM,1,1/22/2022 10:13:22 AM,48.772964849048,9.1656646613485,1020317,6236425,10,png,1/22/2022 9:15:26 AM,iOS,"iPhone13,3",8028689B-71DD-4874-BD7F-A1438E61B36A,-1,1,,16,18,0,0,eowcolor,695,695,Netti,410,39,3,100,4,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19604.png,?,0,1,,,,32.927713294811,,,,,,,0,175.28650487415,5,0,0,0,0,,0,32.927713294811,18,http://www.eyeonwater.org/media/eyeonwater_upload/19604.png,Netti
19555,1,1/18/2022 10:53:51 AM,1,1/18/2022 10:53:50 AM,48.4749182,9.1755003,1021412,6186231,0,png,1/18/2022 9:55:45 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,17,17,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19555.png,?,0,1,,,36.653355011955,38.281407047725,,,,,,34.702687156499,18,34.197381049281,18,0,0,0,0,36.653355011955,17,38.281407047725,17,http://www.eyeonwater.org/media/eyeonwater_upload/19555.png,lindy
19554,1,1/18/2022 10:33:51 AM,1,1/18/2022 10:33:50 AM,48.4739353,9.1759759,1021464,6186066,0,png,1/18/2022 9:35:46 AM,Android,SM-G950F,d14aaee0bdd2bdac,20,,,12,14,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19554.png,?,0,1,,,55.755390906243,57.045297017844,,,,,,51.950198841334,14,52.87513873511,14,0,0,0,0,55.755390906243,14,57.045297017844,13,http://www.eyeonwater.org/media/eyeonwater_upload/19554.png,lindy
19553,1,1/18/2022 10:32:08 AM,1,1/18/2022 10:32:07 AM,48.4764527,9.1759997,1021467,6186488,0,png,1/18/2022 9:33:58 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,13,12,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19553.png,?,0,1,,,,66.650073592534,,,,,,,0,62.445769732695,12,0,0,0,0,,0,66.650073592534,12,http://www.eyeonwater.org/media/eyeonwater_upload/19553.png,lindy
19552,1,1/18/2022 10:30:58 AM,1,1/18/2022 10:30:57 AM,48.4749182,9.1755003,1021412,6186231,0,png,1/18/2022 9:32:50 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,13,13,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19552.png,?,0,1,,,,60.463796288937,,,,,,,0,55.227763950325,14,0,0,0,0,,0,60.463796288937,13,http://www.eyeonwater.org/media/eyeonwater_upload/19552.png,lindy
19551,1,1/18/2022 10:28:07 AM,1,1/18/2022 10:28:06 AM,48.4749182,9.1755003,1021412,6186231,0,png,1/18/2022 9:30:03 AM,Android,SM-G950F,d14aaee0bdd2bdac,20,,,13,13,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19551.png,?,0,1,,,59.920973943958,63.835242139548,,,,,,56.301920321666,14,60.113768568688,13,0,0,0,0,59.920973943958,13,63.835242139548,12,http://www.eyeonwater.org/media/eyeonwater_upload/19551.png,lindy
19550,1,1/18/2022 10:27:24 AM,1,1/18/2022 10:27:23 AM,48.4749182,9.1755003,1021412,6186231,0,png,1/18/2022 9:29:20 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,14,14,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19550.png,?,0,1,,,54.246840445906,63.496942450635,,,,,,50.977207305218,14,59.690153979249,13,0,0,0,0,54.246840445906,14,63.496942450635,12,http://www.eyeonwater.org/media/eyeonwater_upload/19550.png,lindy
19549,1,1/18/2022 10:25:29 AM,1,1/18/2022 10:25:27 AM,48.4749182,9.1755003,1021412,6186231,0,png,1/18/2022 9:27:24 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,15,15,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19549.png,?,0,1,,,50.068455053435,51.095653753704,,,,,,44.9610587216,16,46.205109058433,15,0,0,0,0,50.068455053435,15,51.095653753704,14,http://www.eyeonwater.org/media/eyeonwater_upload/19549.png,lindy
19548,1,1/18/2022 10:24:29 AM,1,1/18/2022 10:24:28 AM,48.4739353,9.1759759,1021464,6186066,10,png,1/18/2022 9:26:25 AM,Android,SM-G950F,d14aaee0bdd2bdac,18,,,14,14,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19548.png,?,0,1,,,53.891149020429,55.467286404664,,,,,,48.803639429706,15,51.021014001376,14,0,0,0,0,53.891149020429,14,55.467286404664,14,http://www.eyeonwater.org/media/eyeonwater_upload/19548.png,lindy
19547,1,1/18/2022 10:23:58 AM,1,1/18/2022 10:23:57 AM,48.4749182,9.1755003,1021412,6186231,10,png,1/18/2022 9:25:53 AM,Android,SM-G950F,d14aaee0bdd2bdac,16,,,16,14,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19547.png,?,0,1,,,52.188675188957,55.027419616392,,,,,,47.726363536948,15,50.807234567185,14,0,0,0,0,52.188675188957,14,55.027419616392,14,http://www.eyeonwater.org/media/eyeonwater_upload/19547.png,lindy
19546,1,1/18/2022 10:23:32 AM,1,1/18/2022 10:23:31 AM,48.4749182,9.1755003,1021412,6186231,10,png,1/18/2022 9:25:22 AM,Android,SM-G950F,d14aaee0bdd2bdac,14,,,14,7,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19546.png,?,0,1,,,,125.13048621465,,,,,,,0,194.92533460413,4,0,0,0,0,,0,125.13048621465,7,http://www.eyeonwater.org/media/eyeonwater_upload/19546.png,lindy
19545,1,1/18/2022 10:23:29 AM,1,1/18/2022 10:23:28 AM,48.4708012,9.1754498,1021406,6185539,10,png,1/18/2022 9:13:50 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,15,15,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19545.png,?,0,1,,,48.096391302581,49.833172069801,,,,,,44.477188295053,16,44.274202228397,16,0,0,0,0,48.096391302581,15,49.833172069801,15,http://www.eyeonwater.org/media/eyeonwater_upload/19545.png,lindy
19542,1,1/18/2022 10:21:47 AM,1,1/18/2022 10:21:46 AM,48.4708012,9.1754498,1021406,6185539,10,png,1/18/2022 9:13:11 AM,Android,SM-G950F,d14aaee0bdd2bdac,13,,,15,17,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19542.png,?,0,1,,,,37.292548171763,,,,,,,0,25.237532741702,20,0,0,0,0,,0,37.292548171763,17,http://www.eyeonwater.org/media/eyeonwater_upload/19542.png,lindy
19535,1,1/16/2022 10:29:27 AM,1,1/16/2022 10:29:26 AM,48.7566338,9.1148318,1014658,6233667,10,png,1/16/2022 9:31:19 AM,Android,SM-J510FN,55a8ce330200daec,8,,1,15,6,0,20,eowcolor,737,737,ehau,160,11,2,50,3,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19535.png,?,0,1,,,,154.99003068099,,,,,,,0,280.98989788662,1,0,0,0,0,,0,154.99003068099,6,http://www.eyeonwater.org/media/eyeonwater_upload/19535.png,ehau
19527,1,1/15/2022 9:56:28 AM,1,1/15/2022 9:56:24 AM,48.773021412298,9.1653637569445,1020283,6236435,10,png,1/15/2022 8:58:18 AM,iOS,"iPhone13,3",8028689B-71DD-4874-BD7F-A1438E61B36A,-2,,,8,3,0,0,eowcolor,695,695,Netti,410,39,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19527.png,?,0,1,,,,210.14674366099,,,,,,,0,221.177146653,2,0,0,0,0,,0,210.14674366099,3,http://www.eyeonwater.org/media/eyeonwater_upload/19527.png,Netti
19521,1,1/14/2022 5:01:15 PM,1,1/14/2022 5:01:13 PM,48.7728148,9.1639492,1020126,6236400,10,png,1/14/2022 4:03:03 PM,Android,SM-J510FN,55a8ce330200daec,3,,,15,16,0,10,eowcolor,737,737,ehau,160,11,2,25,2,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19521.png,?,0,1,,,42.639145985879,43.174284627308,,,,,,,0,28.547547564018,19,0,0,0,0,42.639145985879,16,43.174284627308,16,http://www.eyeonwater.org/media/eyeonwater_upload/19521.png,ehau
19520,1,1/14/2022 2:42:49 PM,1,1/14/2022 2:42:48 PM,48.4100068,9.7875377,1089543,6175338,0,png,1/14/2022 1:44:38 PM,Android,SM-G950F,d14aaee0bdd2bdac,15,,,4,4,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19520.png,?,0,1,,,,206.56545474999,,,,,,223.33724909811,2,212.52539701094,3,0,0,0,0,,0,206.56545474999,4,http://www.eyeonwater.org/media/eyeonwater_upload/19520.png,lindy
19519,1,1/14/2022 2:41:34 PM,1,1/14/2022 2:41:32 PM,48.4100068,9.7875377,1089543,6175338,0,png,1/14/2022 1:43:17 PM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,4,2,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19519.png,?,0,1,,,222.25884706258,223.86277392418,,,,,,223.72029022456,2,225.03405983268,2,0,0,0,0,222.25884706258,2,223.86277392418,2,http://www.eyeonwater.org/media/eyeonwater_upload/19519.png,lindy
19518,1,1/14/2022 2:40:55 PM,1,1/14/2022 2:40:53 PM,48.4100068,9.7875377,1089543,6175338,0,png,1/14/2022 1:42:36 PM,Android,SM-G950F,d14aaee0bdd2bdac,18,,,2,2,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19518.png,?,0,1,,,221.04385212907,223.44772033654,,,,,,221.32664704362,2,224.72373199717,2,0,0,0,0,221.04385212907,2,223.44772033654,2,http://www.eyeonwater.org/media/eyeonwater_upload/19518.png,lindy
19517,1,1/14/2022 2:40:14 PM,1,1/14/2022 2:40:13 PM,48.4100068,9.7875377,1089543,6175338,0,png,1/14/2022 1:41:34 PM,Android,SM-G950F,d14aaee0bdd2bdac,16,,,2,3,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19517.png,?,0,1,,,218.58121555005,222.23445193302,,,,,,219.5777820513,3,223.65372637492,2,0,0,0,0,218.58121555005,3,222.23445193302,2,http://www.eyeonwater.org/media/eyeonwater_upload/19517.png,lindy
19516,1,1/14/2022 2:39:07 PM,1,1/14/2022 2:39:05 PM,48.4100068,9.7875377,1089543,6175338,0,png,1/14/2022 1:40:52 PM,Android,SM-G950F,d14aaee0bdd2bdac,17,,,2,3,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19516.png,?,0,1,,,216.69219884465,215.58179929087,,,,,,218.96642059927,3,218.22296372421,3,0,0,0,0,216.69219884465,3,215.58179929087,3,http://www.eyeonwater.org/media/eyeonwater_upload/19516.png,lindy
19515,1,1/14/2022 2:38:32 PM,1,1/14/2022 2:38:30 PM,48.4100068,9.7875377,1089543,6175338,10,png,1/14/2022 1:40:12 PM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,2,3,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19515.png,?,0,1,,,217.83098158442,218.16302666261,,,,,,220.34219174977,3,220.488774571,3,0,0,0,0,217.83098158442,3,218.16302666261,3,http://www.eyeonwater.org/media/eyeonwater_upload/19515.png,lindy
19514,1,1/14/2022 2:34:55 PM,1,1/14/2022 2:34:53 PM,48.4100068,9.7875377,1089543,6175338,10,png,1/14/2022 1:36:42 PM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,1,2,0,0,eowcolor,714,714,lindy,410,72,3,25,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19514.png,?,0,1,,,225.73103598619,229.27373573522,,,,,,226.66788384751,2,229.80083377885,1,0,0,0,0,225.73103598619,2,229.27373573522,1,http://www.eyeonwater.org/media/eyeonwater_upload/19514.png,lindy
19513,1,1/14/2022 2:33:29 PM,1,1/14/2022 2:33:27 PM,48.4100068,9.7875377,1089543,6175338,10,png,1/14/2022 1:35:18 PM,Android,SM-G950F,d14aaee0bdd2bdac,18,,,3,3,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19513.png,?,0,1,,,220.11372896162,222.11340018869,,,,,,221.79455422059,2,223.57164588507,2,0,0,0,0,220.11372896162,3,222.11340018869,2,http://www.eyeonwater.org/media/eyeonwater_upload/19513.png,lindy
19512,1,1/14/2022 2:32:43 PM,1,1/14/2022 2:32:42 PM,48.4100068,9.7875377,1089543,6175338,10,png,1/14/2022 1:34:29 PM,Android,SM-G950F,d14aaee0bdd2bdac,14,,,4,4,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19512.png,?,0,1,,,,197.85879926261,,,,,,,0,202.42276891074,4,0,0,0,0,,0,197.85879926261,4,http://www.eyeonwater.org/media/eyeonwater_upload/19512.png,lindy
19511,1,1/14/2022 2:31:32 PM,1,1/14/2022 2:31:31 PM,48.4100068,9.7875377,1089543,6175338,10,png,1/14/2022 1:33:22 PM,Android,SM-G950F,d14aaee0bdd2bdac,18,,,5,5,0,0,eowcolor,714,714,lindy,410,72,3,0,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19511.png,?,0,1,,,,189.88564085654,,,,,,,0,196.34735669897,4,0,0,0,0,,0,189.88564085654,5,http://www.eyeonwater.org/media/eyeonwater_upload/19511.png,lindy
19508,1,1/13/2022 9:14:42 AM,1,1/13/2022 9:14:41 AM,48.8301475,9.2134365,1025635,6246089,0,png,1/13/2022 8:15:54 AM,Android,SM-G950F,d14aaee0bdd2bdac,0,,,18,15,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19508.png,?,0,1,,,46.815230307685,48.202594781089,,,,,,44.20027331442,16,45.636667019898,15,0,0,0,0,46.815230307685,15,48.202594781089,15,http://www.eyeonwater.org/media/eyeonwater_upload/19508.png,lindy
19507,1,1/13/2022 9:06:50 AM,1,1/13/2022 9:06:48 AM,48.8328577,9.2191519,1026271,6246548,0,png,1/13/2022 8:07:59 AM,Android,SM-G950F,d14aaee0bdd2bdac,6,,,16,20,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19507.png,?,0,1,,,,23.683871228107,,,,,,,0,256.91379353942,1,0,0,0,0,,0,23.683871228107,20,http://www.eyeonwater.org/media/eyeonwater_upload/19507.png,lindy
19506,1,1/13/2022 9:04:05 AM,1,1/13/2022 9:04:04 AM,48.8316223,9.2187473,1026226,6246339,10,png,1/13/2022 8:05:54 AM,Android,SM-G950F,d14aaee0bdd2bdac,2,,,17,15,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19506.png,?,0,1,,,45.832670655423,48.544010613645,,,,,,43.005549687774,16,45.946046910113,15,0,0,0,0,45.832670655423,15,48.544010613645,15,http://www.eyeonwater.org/media/eyeonwater_upload/19506.png,lindy
19505,1,1/13/2022 8:58:51 AM,1,1/13/2022 8:58:49 AM,48.8258178,9.2160419,1025925,6245357,10,png,1/13/2022 7:59:46 AM,Android,SM-G950F,d14aaee0bdd2bdac,8,,,16,15,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19505.png,?,0,1,,,,47.151527353777,,,,,,,0,48.654126816911,15,0,0,0,0,,0,47.151527353777,15,http://www.eyeonwater.org/media/eyeonwater_upload/19505.png,lindy
19504,1,7/19/2022 3:38:25 PM,2,1/13/2022 8:54:14 AM,48.8258178,9.2160419,1025925,6245357,10,png,1/13/2022 7:55:58 AM,Android,SM-G950F,d14aaee0bdd2bdac,3,,,17,15,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19504.png,?,1,1,,,47.756183442119,38.961050445557,,,,,,45.06536917266,16,36.004860321901,17,0,0,0,0,47.756183442119,15,38.961050445557,17,http://www.eyeonwater.org/media/eyeonwater_upload/19504.png,lindy
19503,1,7/19/2022 3:38:14 PM,2,1/13/2022 8:52:15 AM,48.8258178,9.2160419,1025925,6245357,10,png,1/13/2022 7:54:00 AM,Android,SM-G950F,d14aaee0bdd2bdac,3,,,18,16,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19503.png,?,1,1,,,42.346073952401,43.781922691105,,,,,,39.460559543372,17,41.131521642583,16,0,0,0,0,42.346073952401,16,43.781922691105,16,http://www.eyeonwater.org/media/eyeonwater_upload/19503.png,lindy
19502,1,1/13/2022 8:47:31 AM,1,1/13/2022 8:47:30 AM,48.8258178,9.2160419,1025925,6245357,10,png,1/13/2022 7:49:13 AM,Android,SM-G950F,d14aaee0bdd2bdac,13,,,17,19,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19502.png,?,0,1,,,29.853181666781,32.204429198886,,,,,,,0,17.325825964289,21,0,0,0,0,29.853181666781,19,32.204429198886,18,http://www.eyeonwater.org/media/eyeonwater_upload/19502.png,lindy
19483,1,1/11/2022 10:52:22 AM,1,1/11/2022 10:52:21 AM,48.4989395,9.2009318,1024243,6190265,10,png,1/11/2022 9:54:22 AM,Android,SM-G950F,d14aaee0bdd2bdac,20,,,14,12,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19483.png,?,0,1,,,66.133605561951,65.272353276242,,,,,,63.493252670923,12,62.664291742356,12,0,0,0,0,66.133605561951,12,65.272353276242,12,http://www.eyeonwater.org/media/eyeonwater_upload/19483.png,lindy
19482,1,1/11/2022 10:46:48 AM,1,1/11/2022 10:46:46 AM,48.4989395,9.2009318,1024243,6190265,10,png,1/11/2022 9:48:50 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,17,13,0,0,eowcolor,714,714,lindy,410,72,3,75,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19482.png,?,0,1,,,59.725351799854,60.793795933812,,,,,,56.013289858025,14,57.138356688573,13,0,0,0,0,59.725351799854,13,60.793795933812,13,http://www.eyeonwater.org/media/eyeonwater_upload/19482.png,lindy
19481,1,1/11/2022 10:45:38 AM,1,1/11/2022 10:45:36 AM,48.4989395,9.2009318,1024243,6190265,10,png,1/11/2022 9:47:12 AM,Android,SM-G950F,d14aaee0bdd2bdac,19,,,16,14,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19481.png,?,0,1,,,55.036443029686,56.793780680813,,,,,,52.275931554196,14,52.844116474014,14,0,0,0,0,55.036443029686,14,56.793780680813,13,http://www.eyeonwater.org/media/eyeonwater_upload/19481.png,lindy
19480,1,1/11/2022 10:26:59 AM,1,1/11/2022 10:26:57 AM,48.4749182,9.1755003,1021412,6186231,10,png,1/11/2022 9:28:42 AM,Android,SM-G950F,d14aaee0bdd2bdac,15,,,17,17,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19480.png,?,0,1,,,35.585019714576,38.531940037147,,,,,,30.772001077295,18,30.979788151856,18,0,0,0,0,35.585019714576,17,38.531940037147,17,http://www.eyeonwater.org/media/eyeonwater_upload/19480.png,lindy
19479,1,1/11/2022 10:21:55 AM,1,1/11/2022 10:21:53 AM,48.4749182,9.1755003,1021412,6186231,10,png,1/11/2022 9:23:50 AM,Android,SM-G950F,d14aaee0bdd2bdac,10,,,16,18,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19479.png,?,0,1,,,32.172548801274,33.346959552334,,,,,,,0,22.339244125696,21,0,0,0,0,32.172548801274,18,33.346959552334,18,http://www.eyeonwater.org/media/eyeonwater_upload/19479.png,lindy
19478,1,1/11/2022 10:17:04 AM,1,1/11/2022 10:17:03 AM,48.4749182,9.1755003,1021412,6186231,10,png,1/11/2022 9:17:05 AM,Android,SM-G950F,d14aaee0bdd2bdac,0,,1,17,17,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19478.png,?,0,1,,,38.100406312234,40.183259572594,,,,,,35.078700398351,17,36.906649938414,17,0,0,0,0,38.100406312234,17,40.183259572594,16,http://www.eyeonwater.org/media/eyeonwater_upload/19478.png,lindy
19475,1,1/11/2022 10:01:54 AM,1,1/11/2022 10:01:53 AM,48.4749182,9.1755003,1021412,6186231,10,png,1/11/2022 9:03:56 AM,Android,SM-G950F,d14aaee0bdd2bdac,3,,1,16,17,0,0,eowcolor,714,714,lindy,410,72,3,100,0,0,0,0,https://eyeonwater.org/media/eyeonwater_upload/19475.png,?,0,1,,,35.417596385116,38.279899350443,,,,,,33.16085879521,18,36.009681140656,17,0,0,0,0,35.417596385116,17,38.279899350443,17,http://www.eyeonwater.org/media/eyeonwater_upload/19475.png,lindy
